col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col2,col13,col14,col15,col16,class
1963.0071396300214,-20.50996718023153,-37.510502606169084,-0.9350322349843613,8.780864843914744,-6.664098697145315,0.9211450687315718,-4.584157542559922,-11.082138520015562,1.32411126283355,-2.4440379759237527,-0.6011000106095138,0.7973348570905974,1.3248789089357824,4.970071337339273,-2.169720302275476,1
-755.0020749031697,38.281109934393214,12.513345213063461,20.105625134636874,18.142147559287938,-3.00767558143681,2.9421785308967623,-14.162813555936399,13.706912444065818,-19.26921524312147,0.48507992227474983,4.212721036685471,-4.842186101575924,7.857953942651895,6.468630510119788,-2.204470053800533,1
-1919.0056341176664,14.24635042566714,28.083000327006825,10.817590815873684,5.279896071087071,-7.260918220562972,4.484555322457701,-3.049071901522258,-4.253752932475979,8.21616981724426,-0.45730842822821505,-4.263260124958156,-1.622907035156738,2.8749494760463006,5.7702408867690504,5.580070631722745,1
-725.491822583385,-19.514122174002495,28.454980441943675,-2.0722021979751086,-21.618808970755417,-10.52947052713193,-10.18036551618304,0.8484586560804777,-2.899340621434357,-0.6982395964991772,18.06532723474016,6.334845774994074,-7.696550456068796,-10.549031591395938,6.790729139662905,1.6319225637249664,0
77.99724893370812,-33.52171145440973,35.97867049642739,-7.31394582563191,-8.064317663174794,-10.572509807696372,-5.261004463255931,4.001386455238641,-5.592212536376201,-3.7314882872299076,-5.670979439254471,3.086719058166952,-5.349780516682218,3.847613958740165,-1.8731808217400292,-2.678968027446632,1
-2695.5096157523176,35.613108301622866,-18.744039325606284,30.83568405883433,21.3000138982078,-26.336552193709466,-4.287532816758744,-1.3414606613655076,-6.594967536315784,5.560678015992666,6.137984348696129,3.791277681573378,-11.588059057855704,20.76104098902015,-0.8285698107646928,-7.626905400764405,0
1262.001666152213,31.156277896080926,-27.23821815170528,-9.736023118128132,-4.411204485278254,-0.4007962737289157,-7.861787287500894,-1.9639190729269291,9.847471524953177,-0.8108660593392526,2.6680060997550354,-4.562584685314565,-9.039339999647328,-2.257629216356577,-5.410753131352716,3.289402427265936,1
968.5080566984817,-31.816931735851675,8.945025929295506,-3.8754235033582813,-16.43220859293458,-17.51638405593348,1.7563480220768641,3.1118999140472257,-2.773162116647517,3.075500622326892,-7.915205300575975,1.191926198476407,8.314917142800049,6.833078674575891,-6.678362820976332,-0.7789682241322793,0
1592.9976745639658,42.58789120716073,14.547055525037793,8.844049221155533,23.029142851259444,2.9248488838024063,-3.118890865987046,0.3971053955382902,4.605941536809314,-18.91373319217434,-13.124548962672742,5.429230326193507,-4.063719724754258,11.873488144988311,-2.7191280992629325,1.5745697372272935,1
-1159.485397874683,33.04108557086228,34.2296589431043,35.99205219138796,28.293520182487693,10.051921337759794,7.573298352723618,23.297936997946735,-6.009830170485379,1.4274025460151494,-8.776400437539836,0.08484935670259192,-5.654260249738905,0.23549317212913218,7.8374459405907375,6.549731231822719,0
